;ID;FECHA_UTC;HORA_UTC;LATITUD;LONGITUD;PROFUNDIDAD;MAGNITUD;FECHA_CORTE;geometry;UBICACION;MAGNITUD_CAT;PROFUNDIDAD_CAT;LUGAR
313;313;1965;223449;-3.2;-77.7;90;4.9;20223006;POINT (-77.7 -3.2);-3.2,-77.7;Moderado;Intermedia;Loreto
317;317;1965;121608;-3.5;-78.1;33;4.7;20223006;POINT (-78.1 -3.5);-3.5,-78.1;Moderado;Superficial;Amazonas
318;318;1965;194247;-15.7;-73.9;92;4.6;20223006;POINT (-73.9 -15.7);-15.7,-73.9;Moderado;Intermedia;Arequipa
320;320;1965;121107;-15.1;-70.8;192;4.6;20223006;POINT (-70.8 -15.1);-15.1,-70.8;Moderado;Intermedia;Puno
321;321;1965;43641;-4.88;-80.9;66;4.5;20223006;POINT (-80.9 -4.88);-4.88,-80.9;Moderado;Intermedia;Piura
322;322;1965;61359;-16.7;-71.4;97;4.6;20223006;POINT (-71.4 -16.7);-16.7,-71.4;Moderado;Intermedia;Arequipa
325;325;1965;5445;-4.34;-81.08;38;5.6;20223006;POINT (-81.08 -4.34);-4.34,-81.08;Moderado;Superficial;Piura
326;326;1965;122425;-7.86;-74.57;146;4.9;20223006;POINT (-74.57 -7.86);-7.86,-74.57;Moderado;Intermedia;Ucayali
327;327;1965;811;-13.1;-75.2;107;4.7;20223006;POINT (-75.2 -13.1);-13.1,-75.2;Moderado;Intermedia;Huancavelica
328;328;1965;145037;-17.599;-69.771;143;5.2;20223006;POINT (-69.771 -17.599);-17.599,-69.771;Moderado;Intermedia;Tacna
329;329;1965;162553;-9.3;-75.9;31;4.9;20223006;POINT (-75.9 -9.3);-9.3,-75.9;Moderado;Superficial;Huanuco
330;330;1965;41034;-11.1;-73.8;99;4.8;20223006;POINT (-73.8 -11.1);-11.1,-73.8;Moderado;Intermedia;Junin
331;331;1965;181754;-11.4;-75.3;33;4.6;20223006;POINT (-75.3 -11.4);-11.4,-75.3;Moderado;Superficial;Junin
332;332;1965;45024;-12.09;-72.57;72;4.8;20223006;POINT (-72.57 -12.09);-12.09,-72.57;Moderado;Intermedia;Cusco
333;333;1965;71758;-9.89;-76.1;142;5.2;20223006;POINT (-76.1 -9.89);-9.89,-76.1;Moderado;Intermedia;Huanuco
334;334;1965;85723;-17.2;-70.7;141;4.8;20223006;POINT (-70.7 -17.2);-17.2,-70.7;Moderado;Intermedia;Moquegua
336;336;1965;63742;-17.3;-70.5;127;4.9;20223006;POINT (-70.5 -17.3);-17.3,-70.5;Moderado;Intermedia;Tacna
337;337;1965;181041;-6.43;-74.93;138;5.3;20223006;POINT (-74.93 -6.43);-6.43,-74.93;Moderado;Intermedia;Loreto
339;339;1965;54756;-13.0;-70.3;37;4.8;20223006;POINT (-70.3 -13);-13.0,-70.3;Moderado;Superficial;Madre de Dios
340;340;1965;212512;-10.9;-75.0;33;4.7;20223006;POINT (-75 -10.9);-10.9,-75.0;Moderado;Superficial;Junin
341;341;1965;24023;-9.8;-74.9;122;4.9;20223006;POINT (-74.9 -9.8);-9.8,-74.9;Moderado;Intermedia;Huanuco
342;342;1965;222850;-8.263;-75.895;140;5.3;20223006;POINT (-75.895 -8.263);-8.263,-75.895;Moderado;Intermedia;Loreto
343;343;1965;193500;-7.7;-74.6;140;4.8;20223006;POINT (-74.6 -7.7);-7.7,-74.6;Moderado;Intermedia;Loreto
344;344;1965;704;-3.6;-77.35;146;4.5;20223006;POINT (-77.35 -3.6);-3.6,-77.35;Moderado;Intermedia;Loreto
345;345;1965;140905;-16.1;-73.5;106;4.9;20223006;POINT (-73.5 -16.1);-16.1,-73.5;Moderado;Intermedia;Arequipa
346;346;1965;20254;-8.5;-74.4;112;4.7;20223006;POINT (-74.4 -8.5);-8.5,-74.4;Moderado;Intermedia;Ucayali
350;350;1965;42923;-11.3;-73.5;80;4.7;20223006;POINT (-73.5 -11.3);-11.3,-73.5;Moderado;Intermedia;Junin
351;351;1965;102100;-18.1;-70.7;93;4.9;20223006;POINT (-70.7 -18.1);-18.1,-70.7;Moderado;Intermedia;Tacna
352;352;1965;93056;-9.5;-74.8;125;4.9;20223006;POINT (-74.8 -9.5);-9.5,-74.8;Moderado;Intermedia;Huanuco
353;353;1965;2549;-4.7;-77.14;123;4.9;20223006;POINT (-77.14 -4.7);-4.7,-77.14;Moderado;Intermedia;Loreto
354;354;1965;170703;-6.075;-78.714;28;5.6;20223006;POINT (-78.714 -6.075);-6.075,-78.714;Moderado;Superficial;Cajamarca
357;357;1965;94613;-8.34;-74.15;179;5.3;20223006;POINT (-74.15 -8.34);-8.34,-74.15;Moderado;Intermedia;Ucayali
358;358;1965;3631;-16.471;-69.594;192;5.3;20223006;POINT (-69.594 -16.471);-16.471,-69.594;Moderado;Intermedia;Puno
359;359;1965;83227;-3.525;-77.881;30;5.1;20223006;POINT (-77.881 -3.525);-3.525,-77.881;Moderado;Superficial;Amazonas
360;360;1965;95549;-4.5;-79.9;89;4.9;20223006;POINT (-79.9 -4.5);-4.5,-79.9;Moderado;Intermedia;Piura
361;361;1965;34441;-3.5;-78.2;42;4.9;20223006;POINT (-78.2 -3.5);-3.5,-78.2;Moderado;Superficial;Amazonas
362;362;1965;25538;-15.5;-74.7;79;4.8;20223006;POINT (-74.7 -15.5);-15.5,-74.7;Moderado;Intermedia;Arequipa
366;366;1965;201025;-14.855;-73.509;94;5.3;20223006;POINT (-73.509 -14.855);-14.855,-73.509;Moderado;Intermedia;Ayacucho
367;367;1965;220454;-3.191;-77.159;19;5.7;20223006;POINT (-77.159 -3.191);-3.191,-77.159;Moderado;Superficial;Loreto
368;368;1965;40829;-3.24;-77.158;51;5.0;20223006;POINT (-77.158 -3.24);-3.24,-77.158;Moderado;Superficial;Loreto
369;369;1965;61604;-16.691;-71.154;104;6.2;20223006;POINT (-71.154 -16.691);-16.691,-71.154;Fuerte;Intermedia;Moquegua
370;370;1966;195156;-7.91;-74.4;167;5.0;20223006;POINT (-74.4 -7.91);-7.91,-74.4;Moderado;Intermedia;Ucayali
371;371;1966;124814;-15.311;-70.831;178;5.4;20223006;POINT (-70.831 -15.311);-15.311,-70.831;Moderado;Intermedia;Puno
372;372;1966;201654;-10.85;-75.71;33;4.9;20223006;POINT (-75.71 -10.85);-10.85,-75.71;Moderado;Superficial;Junin
374;374;1966;141710;-8.338;-74.043;160;5.1;20223006;POINT (-74.043 -8.338);-8.338,-74.043;Moderado;Intermedia;Ucayali
375;375;1966;65705;-11.6;-75.93;104;4.8;20223006;POINT (-75.93 -11.6);-11.6,-75.93;Moderado;Intermedia;Junin
379;379;1966;140541;-10.34;-74.7;95;4.7;20223006;POINT (-74.7 -10.34);-10.34,-74.7;Moderado;Intermedia;Pasco
381;381;1966;84123;-15.0;-73.9;73;5.3;20223006;POINT (-73.9 -15);-15.0,-73.9;Moderado;Intermedia;Ayacucho
385;385;1966;163445;-13.38;-75.521;101;4.9;20223006;POINT (-75.521 -13.38);-13.38,-75.521;Moderado;Intermedia;Huancavelica
386;386;1966;152544;-9.844;-75.56;39;5.2;20223006;POINT (-75.56 -9.844);-9.844,-75.56;Moderado;Superficial;Huanuco
387;387;1966;181022;-15.36;-72.69;123;5.3;20223006;POINT (-72.69 -15.36);-15.36,-72.69;Moderado;Intermedia;Arequipa
388;388;1966;153718;-3.48;-77.6;33;4.6;20223006;POINT (-77.6 -3.48);-3.48,-77.6;Moderado;Superficial;Loreto
391;391;1966;180653;-14.4;-73.9;85;4.6;20223006;POINT (-73.9 -14.4);-14.4,-73.9;Moderado;Intermedia;Ayacucho
392;392;1966;215712;-7.382;-74.873;140;5.3;20223006;POINT (-74.873 -7.382);-7.382,-74.873;Moderado;Intermedia;Loreto
394;394;1966;152923;-3.979;-80.85;43;5.6;20223006;POINT (-80.85 -3.979);-3.979,-80.85;Moderado;Superficial;Tumbes
395;395;1966;174247;-3.986;-80.773;32;5.6;20223006;POINT (-80.773 -3.986);-3.986,-80.773;Moderado;Superficial;Tumbes
396;396;1966;182017;-3.9;-80.4;72;4.6;20223006;POINT (-80.4 -3.9);-3.9,-80.4;Moderado;Intermedia;Tumbes
397;397;1966;185621;-3.682;-80.582;26;4.7;20223006;POINT (-80.582 -3.682);-3.682,-80.582;Moderado;Superficial;Tumbes
398;398;1966;202934;-4.164;-81.001;30;4.9;20223006;POINT (-81.001 -4.164);-4.164,-81.001;Moderado;Superficial;Piura
402;402;1966;135355;-17.66;-70.71;60;4.9;20223006;POINT (-70.71 -17.66);-17.66,-70.71;Moderado;Intermedia;Tacna
403;403;1966;80424;-6.69;-75.76;48;4.9;20223006;POINT (-75.76 -6.69);-6.69,-75.76;Moderado;Superficial;San Martin
404;404;1966;162257;-8.438;-74.222;158;6.8;20223006;POINT (-74.222 -8.438);-8.438,-74.222;Fuerte;Intermedia;Ucayali
405;405;1966;105550;-8.377;-74.178;159;5.1;20223006;POINT (-74.178 -8.377);-8.377,-74.178;Moderado;Intermedia;Ucayali
406;406;1966;212851;-17.06;-69.63;181;4.6;20223006;POINT (-69.63 -17.06);-17.06,-69.63;Moderado;Intermedia;Puno
407;407;1966;213404;-16.8;-69.5;152;4.8;20223006;POINT (-69.5 -16.8);-16.8,-69.5;Moderado;Intermedia;Puno
408;408;1966;64840;-5.21;-76.1;101;4.8;20223006;POINT (-76.1 -5.21);-5.21,-76.1;Moderado;Intermedia;Loreto
409;409;1966;132;-7.12;-74.46;152;4.5;20223006;POINT (-74.46 -7.12);-7.12,-74.46;Moderado;Intermedia;Loreto
410;410;1966;13520;-15.43;-70.83;214;4.8;20223006;POINT (-70.83 -15.43);-15.43,-70.83;Moderado;Intermedia;Puno
412;412;1966;74421;-8.107;-74.387;156;4.9;20223006;POINT (-74.387 -8.107);-8.107,-74.387;Moderado;Intermedia;Ucayali
413;413;1966;162957;-17.7;-70.6;73;4.7;20223006;POINT (-70.6 -17.7);-17.7,-70.6;Moderado;Intermedia;Tacna
414;414;1966;232127;-9.48;-77.07;161;4.7;20223006;POINT (-77.07 -9.48);-9.48,-77.07;Moderado;Intermedia;Ancash
416;416;1966;85022;-8.651;-74.41;170;5.1;20223006;POINT (-74.41 -8.651);-8.651,-74.41;Moderado;Intermedia;Ucayali
418;418;1966;170541;-15.712;-71.799;137;5.0;20223006;POINT (-71.799 -15.712);-15.712,-71.799;Moderado;Intermedia;Arequipa
419;419;1966;174946;-14.4;-76.0;43;4.7;20223006;POINT (-76 -14.4);-14.4,-76.0;Moderado;Superficial;Ica
423;423;1966;41733;-17.28;-70.63;126;4.7;20223006;POINT (-70.63 -17.28);-17.28,-70.63;Moderado;Intermedia;Tacna
427;427;1966;15623;-12.3;-74.3;27;4.5;20223006;POINT (-74.3 -12.3);-12.3,-74.3;Moderado;Superficial;Ayacucho
434;434;1966;54317;-15.1;-75.2;97;4.5;20223006;POINT (-75.2 -15.1);-15.1,-75.2;Moderado;Intermedia;Ica
438;438;1966;125123;-4.23;-77.0;101;4.9;20223006;POINT (-77 -4.23);-4.23,-77.0;Moderado;Intermedia;Loreto
439;439;1966;2018;-17.19;-70.19;151;4.7;20223006;POINT (-70.19 -17.19);-17.19,-70.19;Moderado;Intermedia;Tacna
440;440;1966;104954;-6.74;-76.8;29;5.2;20223006;POINT (-76.8 -6.74);-6.74,-76.8;Moderado;Superficial;San Martin
444;444;1966;55412;-15.28;-70.77;217;4.5;20223006;POINT (-70.77 -15.28);-15.28,-70.77;Moderado;Intermedia;Puno
446;446;1966;215334;-11.49;-75.16;119;4.9;20223006;POINT (-75.16 -11.49);-11.49,-75.16;Moderado;Intermedia;Junin
448;448;1966;82601;-12.59;-71.17;11;4.8;20223006;POINT (-71.17 -12.59);-12.59,-71.17;Moderado;Superficial;Madre de Dios
450;450;1966;95040;-17.766;-70.657;106;5.1;20223006;POINT (-70.657 -17.766);-17.766,-70.657;Moderado;Intermedia;Tacna
451;451;1966;143844;-7.612;-74.87;147;5.3;20223006;POINT (-74.87 -7.612);-7.612,-74.87;Moderado;Intermedia;Loreto
453;453;1966;74650;-14.5;-69.2;51;4.7;20223006;POINT (-69.2 -14.5);-14.5,-69.2;Moderado;Superficial;Puno
454;454;1966;74329;-3.217;-77.231;113;5.8;20223006;POINT (-77.231 -3.217);-3.217,-77.231;Moderado;Intermedia;Loreto
456;456;1966;154101;-7.69;-74.33;142;4.7;20223006;POINT (-74.33 -7.69);-7.69,-74.33;Moderado;Intermedia;Ucayali
458;458;1966;5936;-11.025;-76.236;65;4.8;20223006;POINT (-76.236 -11.025);-11.025,-76.236;Moderado;Intermedia;Junin
462;462;1966;224216;-3.6;-78.1;135;4.5;20223006;POINT (-78.1 -3.6);-3.6,-78.1;Moderado;Intermedia;Amazonas
464;464;1966;210438;-4.83;-76.57;179;4.8;20223006;POINT (-76.57 -4.83);-4.83,-76.57;Moderado;Intermedia;Loreto
465;465;1966;102047;-9.4;-74.57;122;4.9;20223006;POINT (-74.57 -9.4);-9.4,-74.57;Moderado;Intermedia;Ucayali
467;467;1966;40406;-8.397;-74.138;170;5.3;20223006;POINT (-74.138 -8.397);-8.397,-74.138;Moderado;Intermedia;Ucayali
468;468;1966;52806;-16.6;-71.8;144;4.5;20223006;POINT (-71.8 -16.6);-16.6,-71.8;Moderado;Intermedia;Arequipa
469;469;1966;200900;-5.3;-78.7;72;4.8;20223006;POINT (-78.7 -5.3);-5.3,-78.7;Moderado;Intermedia;Cajamarca
470;470;1966;125523;-5.04;-77.53;82;4.8;20223006;POINT (-77.53 -5.04);-5.04,-77.53;Moderado;Intermedia;Loreto
474;474;1966;182750;-4.7;-80.91;52;5.0;20223006;POINT (-80.91 -4.7);-4.7,-80.91;Moderado;Superficial;Piura
475;475;1966;154517;-8.768;-74.236;154;5.4;20223006;POINT (-74.236 -8.768);-8.768,-74.236;Moderado;Intermedia;Ucayali
476;476;1966;151822;-9.3;-75.95;140;4.5;20223006;POINT (-75.95 -9.3);-9.3,-75.95;Moderado;Intermedia;Huanuco
477;477;1966;111157;-13.636;-74.772;102;5.1;20223006;POINT (-74.772 -13.636);-13.636,-74.772;Moderado;Intermedia;Ayacucho
479;479;1966;215322;-9.428;-77.801;46;5.8;20223006;POINT (-77.801 -9.428);-9.428,-77.801;Moderado;Superficial;Ancash
498;498;1966;222247;-12.06;-71.5;34;4.9;20223006;POINT (-71.5 -12.06);-12.06,-71.5;Moderado;Superficial;Madre de Dios
504;504;1966;100739;-15.0;-72.06;132;4.7;20223006;POINT (-72.06 -15);-15.0,-72.06;Moderado;Intermedia;Arequipa
506;506;1966;44538;-10.978;-77.415;26;4.8;20223006;POINT (-77.415 -10.978);-10.978,-77.415;Moderado;Superficial;Lima
510;510;1966;85554;-4.357;-77.768;70;5.1;20223006;POINT (-77.768 -4.357);-4.357,-77.768;Moderado;Intermedia;Amazonas
511;511;1966;91504;-4.367;-77.631;107;5.0;20223006;POINT (-77.631 -4.367);-4.367,-77.631;Moderado;Intermedia;Amazonas
512;512;1966;203133;-7.802;-75.799;132;5.3;20223006;POINT (-75.799 -7.802);-7.802,-75.799;Moderado;Intermedia;Loreto
514;514;1966;20158;-14.9;-71.94;122;4.9;20223006;POINT (-71.94 -14.9);-14.9,-71.94;Moderado;Intermedia;Arequipa
515;515;1966;184932;-18.2;-70.2;33;5.3;20223006;POINT (-70.2 -18.2);-18.2,-70.2;Moderado;Superficial;Tacna
516;516;1966;11900;-11.074;-74.799;43;5.0;20223006;POINT (-74.799 -11.074);-11.074,-74.799;Moderado;Superficial;Junin
517;517;1966;142440;-8.317;-74.251;164;5.3;20223006;POINT (-74.251 -8.317);-8.317,-74.251;Moderado;Intermedia;Ucayali
521;521;1966;15248;-11.956;-76.195;90;4.7;20223006;POINT (-76.195 -11.956);-11.956,-76.195;Moderado;Intermedia;Lima
522;522;1966;60934;-15.3;-69.63;116;4.6;20223006;POINT (-69.63 -15.3);-15.3,-69.63;Moderado;Intermedia;Puno
523;523;1966;190123;-11.3;-73.7;33;5.2;20223006;POINT (-73.7 -11.3);-11.3,-73.7;Moderado;Superficial;Junin
526;526;1966;100656;-14.734;-70.763;100;5.2;20223006;POINT (-70.763 -14.734);-14.734,-70.763;Moderado;Intermedia;Puno
528;528;1966;105907;-12.1;-74.9;21;4.8;20223006;POINT (-74.9 -12.1);-12.1,-74.9;Moderado;Superficial;Huancavelica
529;529;1966;83950;-12.7;-74.7;149;4.8;20223006;POINT (-74.7 -12.7);-12.7,-74.7;Moderado;Intermedia;Huancavelica
531;531;1966;21031;-16.429;-72.006;115;5.3;20223006;POINT (-72.006 -16.429);-16.429,-72.006;Moderado;Intermedia;Arequipa
532;532;1966;155722;-15.07;-72.06;131;4.6;20223006;POINT (-72.06 -15.07);-15.07,-72.06;Moderado;Intermedia;Arequipa
533;533;1966;185907;-7.44;-74.578;145;5.3;20223006;POINT (-74.578 -7.44);-7.44,-74.578;Moderado;Intermedia;Ucayali
535;535;1967;95512;-17.18;-70.66;134;4.8;20223006;POINT (-70.66 -17.18);-17.18,-70.66;Moderado;Intermedia;Moquegua
536;536;1967;195342;-14.4;-70.65;86;4.5;20223006;POINT (-70.65 -14.4);-14.4,-70.65;Moderado;Intermedia;Puno
538;538;1967;54401;-18.309;-70.325;94;5.2;20223006;POINT (-70.325 -18.309);-18.309,-70.325;Moderado;Intermedia;Tacna
539;539;1967;5943;-15.17;-73.47;113;5.1;20223006;POINT (-73.47 -15.17);-15.17,-73.47;Moderado;Intermedia;Ayacucho
541;541;1967;182744;-4.57;-78.0;67;4.7;20223006;POINT (-78 -4.57);-4.57,-78.0;Moderado;Intermedia;Amazonas
543;543;1967;32044;-5.2;-80.7;48;4.6;20223006;POINT (-80.7 -5.2);-5.2,-80.7;Moderado;Superficial;Piura
544;544;1967;164547;-13.0;-74.1;109;4.8;20223006;POINT (-74.1 -13);-13.0,-74.1;Moderado;Intermedia;Ayacucho
546;546;1967;65137;-16.4;-69.6;228;4.7;20223006;POINT (-69.6 -16.4);-16.4,-69.6;Moderado;Intermedia;Puno
547;547;1967;192503;-15.14;-72.03;136;4.5;20223006;POINT (-72.03 -15.14);-15.14,-72.03;Moderado;Intermedia;Arequipa
548;548;1967;102547;-5.211;-75.361;54;5.6;20223006;POINT (-75.361 -5.211);-5.211,-75.361;Moderado;Superficial;Loreto
551;551;1967;232647;-15.8;-71.17;90;4.9;20223006;POINT (-71.17 -15.8);-15.8,-71.17;Moderado;Intermedia;Arequipa
552;552;1967;185949;-10.47;-75.03;33;5.0;20223006;POINT (-75.03 -10.47);-10.47,-75.03;Moderado;Superficial;Pasco
553;553;1967;195700;-17.593;-69.645;153;4.9;20223006;POINT (-69.645 -17.593);-17.593,-69.645;Moderado;Intermedia;Tacna
554;554;1967;214244;-11.03;-74.86;155;4.8;20223006;POINT (-74.86 -11.03);-11.03,-74.86;Moderado;Intermedia;Junin
557;557;1967;153850;-6.679;-74.975;140;5.3;20223006;POINT (-74.975 -6.679);-6.679,-74.975;Moderado;Intermedia;Loreto
558;558;1967;235650;-10.493;-73.818;137;4.9;20223006;POINT (-73.818 -10.493);-10.493,-73.818;Moderado;Intermedia;Ucayali
561;561;1967;45135;-5.02;-80.9;88;4.9;20223006;POINT (-80.9 -5.02);-5.02,-80.9;Moderado;Intermedia;Piura
562;562;1967;13531;-8.86;-76.29;3;5.0;20223006;POINT (-76.29 -8.86);-8.86,-76.29;Moderado;Superficial;Huanuco
563;563;1967;15816;-9.88;-75.5;33;4.9;20223006;POINT (-75.5 -9.88);-9.88,-75.5;Moderado;Superficial;Huanuco
564;564;1967;163750;-8.02;-74.34;33;4.5;20223006;POINT (-74.34 -8.02);-8.02,-74.34;Moderado;Superficial;Ucayali
565;565;1967;181203;-16.2;-73.28;97;4.9;20223006;POINT (-73.28 -16.2);-16.2,-73.28;Moderado;Intermedia;Arequipa
566;566;1967;62959;-16.12;-72.83;113;4.8;20223006;POINT (-72.83 -16.12);-16.12,-72.83;Moderado;Intermedia;Arequipa
567;567;1967;15734;-8.2;-73.68;137;4.9;20223006;POINT (-73.68 -8.2);-8.2,-73.68;Moderado;Intermedia;Ucayali
568;568;1967;53006;-6.175;-76.664;42;5.2;20223006;POINT (-76.664 -6.175);-6.175,-76.664;Moderado;Superficial;San Martin
569;569;1967;225744;-16.48;-69.74;213;4.8;20223006;POINT (-69.74 -16.48);-16.48,-69.74;Moderado;Intermedia;Puno
570;570;1967;192936;-5.71;-79.4;67;4.8;20223006;POINT (-79.4 -5.71);-5.71,-79.4;Moderado;Intermedia;Piura
572;572;1967;22058;-5.4;-75.9;33;4.9;20223006;POINT (-75.9 -5.4);-5.4,-75.9;Moderado;Superficial;Loreto
573;573;1967;83909;-8.553;-74.865;136;5.1;20223006;POINT (-74.865 -8.553);-8.553,-74.865;Moderado;Intermedia;Ucayali
575;575;1967;124810;-16.2;-72.0;162;4.5;20223006;POINT (-72 -16.2);-16.2,-72.0;Moderado;Intermedia;Arequipa
578;578;1967;170859;-10.325;-74.6;118;5.4;20223006;POINT (-74.6 -10.325);-10.325,-74.6;Moderado;Intermedia;Pasco
583;583;1967;94409;-9.86;-75.7;38;4.9;20223006;POINT (-75.7 -9.86);-9.86,-75.7;Moderado;Superficial;Huanuco
585;585;1967;130809;-8.483;-74.489;150;5.4;20223006;POINT (-74.489 -8.483);-8.483,-74.489;Moderado;Intermedia;Ucayali
591;591;1967;65331;-8.18;-74.34;181;4.5;20223006;POINT (-74.34 -8.18);-8.18,-74.34;Moderado;Intermedia;Ucayali
592;592;1967;31418;-15.017;-73.388;98;5.8;20223006;POINT (-73.388 -15.017);-15.017,-73.388;Moderado;Intermedia;Ayacucho
595;595;1967;60958;-9.977;-74.369;189;4.9;20223006;POINT (-74.369 -9.977);-9.977,-74.369;Moderado;Intermedia;Ucayali
596;596;1967;180731;-15.434;-73.913;94;5.3;20223006;POINT (-73.913 -15.434);-15.434,-73.913;Moderado;Intermedia;Ayacucho
597;597;1967;105757;-11.0;-74.9;31;4.7;20223006;POINT (-74.9 -11);-11.0,-74.9;Moderado;Superficial;Junin
598;598;1967;130107;-10.9;-74.9;26;4.8;20223006;POINT (-74.9 -10.9);-10.9,-74.9;Moderado;Superficial;Junin
600;600;1967;235820;-8.953;-74.505;147;4.9;20223006;POINT (-74.505 -8.953);-8.953,-74.505;Moderado;Intermedia;Ucayali
602;602;1967;102457;-8.842;-74.563;150;5.0;20223006;POINT (-74.563 -8.842);-8.842,-74.563;Moderado;Intermedia;Ucayali
603;603;1967;142042;-15.15;-74.798;82;5.5;20223006;POINT (-74.798 -15.15);-15.15,-74.798;Moderado;Intermedia;Arequipa
605;605;1967;100844;-6.265;-77.392;110;5.0;20223006;POINT (-77.392 -6.265);-6.265,-77.392;Moderado;Intermedia;Amazonas
606;606;1967;210353;-13.16;-75.27;95;5.0;20223006;POINT (-75.27 -13.16);-13.16,-75.27;Moderado;Intermedia;Huancavelica
608;608;1967;202442;-15.85;-71.02;57;4.9;20223006;POINT (-71.02 -15.85);-15.85,-71.02;Moderado;Superficial;Arequipa
610;610;1967;101358;-13.406;-76.152;49;4.7;20223006;POINT (-76.152 -13.406);-13.406,-76.152;Moderado;Superficial;Ica
613;613;1967;215850;-12.069;-74.947;30;4.9;20223006;POINT (-74.947 -12.069);-12.069,-74.947;Moderado;Superficial;Huancavelica
615;615;1967;164957;-8.43;-75.13;106;4.9;20223006;POINT (-75.13 -8.43);-8.43,-75.13;Moderado;Intermedia;Ucayali
616;616;1967;124021;-13.68;-74.892;109;5.5;20223006;POINT (-74.892 -13.68);-13.68,-74.892;Moderado;Intermedia;Huancavelica
617;617;1967;82618;-8.1;-74.9;33;4.9;20223006;POINT (-74.9 -8.1);-8.1,-74.9;Moderado;Superficial;Ucayali
618;618;1967;144635;-8.275;-75.11;139;4.8;20223006;POINT (-75.11 -8.275);-8.275,-75.11;Moderado;Intermedia;Ucayali
619;619;1967;80721;-16.96;-69.49;191;4.5;20223006;POINT (-69.49 -16.96);-16.96,-69.49;Moderado;Intermedia;Puno
620;620;1967;71409;-8.47;-73.773;39;5.3;20223006;POINT (-73.773 -8.47);-8.47,-73.773;Moderado;Superficial;Ucayali
622;622;1967;23714;-14.043;-75.351;79;4.7;20223006;POINT (-75.351 -14.043);-14.043,-75.351;Moderado;Intermedia;Ica
629;629;1967;5652;-9.975;-71.148;597;5.3;20223006;POINT (-71.148 -9.975);-9.975,-71.148;Moderado;Profundo;Ucayali
637;637;1967;103906;-7.4;-75.9;33;4.8;20223006;POINT (-75.9 -7.4);-7.4,-75.9;Moderado;Superficial;Loreto
638;638;1967;93356;-7.944;-74.431;146;5.5;20223006;POINT (-74.431 -7.944);-7.944,-74.431;Moderado;Intermedia;Ucayali
643;643;1967;94129;-14.572;-75.605;63;5.7;20223006;POINT (-75.605 -14.572);-14.572,-75.605;Moderado;Intermedia;Ica
644;644;1967;82059;-4.0;-75.0;33;4.6;20223006;POINT (-75 -4);-4.0,-75.0;Moderado;Superficial;Loreto
645;645;1967;161607;-8.31;-74.0;183;4.5;20223006;POINT (-74 -8.31);-8.31,-74.0;Moderado;Intermedia;Ucayali
646;646;1967;202811;-10.407;-71.156;587;5.3;20223006;POINT (-71.156 -10.407);-10.407,-71.156;Moderado;Profundo;Ucayali
650;650;1967;43912;-5.1;-75.2;116;4.5;20223006;POINT (-75.2 -5.1);-5.1,-75.2;Moderado;Intermedia;Loreto
651;651;1967;44053;-17.14;-69.936;155;4.8;20223006;POINT (-69.936 -17.14);-17.14,-69.936;Moderado;Intermedia;Puno
653;653;1967;62936;-8.523;-74.26;159;5.0;20223006;POINT (-74.26 -8.523);-8.523,-74.26;Moderado;Intermedia;Ucayali
656;656;1967;221242;-11.267;-75.463;155;4.5;20223006;POINT (-75.463 -11.267);-11.267,-75.463;Moderado;Intermedia;Junin
657;657;1967;192954;-15.9;-73.7;93;4.9;20223006;POINT (-73.7 -15.9);-15.9,-73.7;Moderado;Intermedia;Arequipa
659;659;1967;224255;-9.9;-75.58;118;4.7;20223006;POINT (-75.58 -9.9);-9.9,-75.58;Moderado;Intermedia;Huanuco
661;661;1967;73603;-12.566;-76.612;72;4.9;20223006;POINT (-76.612 -12.566);-12.566,-76.612;Moderado;Intermedia;Lima
662;662;1967;25948;-11.1;-74.3;33;4.9;20223006;POINT (-74.3 -11.1);-11.1,-74.3;Moderado;Superficial;Junin
664;664;1967;92543;-17.231;-71.061;87;5.1;20223006;POINT (-71.061 -17.231);-17.231,-71.061;Moderado;Intermedia;Moquegua
665;665;1967;234633;-14.4;-72.2;33;4.9;20223006;POINT (-72.2 -14.4);-14.4,-72.2;Moderado;Superficial;Cusco
666;666;1967;42723;-13.9;-69.8;67;4.9;20223006;POINT (-69.8 -13.9);-13.9,-69.8;Moderado;Intermedia;Puno
667;667;1967;141609;-5.57;-77.4;137;5.1;20223006;POINT (-77.4 -5.57);-5.57,-77.4;Moderado;Intermedia;Loreto
668;668;1967;215702;-9.1;-75.1;33;4.9;20223006;POINT (-75.1 -9.1);-9.1,-75.1;Moderado;Superficial;Huanuco
669;669;1967;31914;-2.938;-77.13;113;5.5;20223006;POINT (-77.13 -2.938);-2.938,-77.13;Moderado;Intermedia;Loreto
673;673;1967;75033;-16.577;-72.73;70;5.3;20223006;POINT (-72.73 -16.577);-16.577,-72.73;Moderado;Intermedia;Arequipa
674;674;1967;24010;-9.861;-74.659;129;5.4;20223006;POINT (-74.659 -9.861);-9.861,-74.659;Moderado;Intermedia;Pasco
675;675;1967;225743;-6.467;-78.422;14;4.9;20223006;POINT (-78.422 -6.467);-6.467,-78.422;Moderado;Superficial;Cajamarca
676;676;1967;234624;-10.69;-74.01;116;4.9;20223006;POINT (-74.01 -10.69);-10.69,-74.01;Moderado;Intermedia;Ucayali
